Artículo,Fuente Suministro,Inventario,Backorder,Importancia RFM,Alerta,Monto USD,Última Compra,Compras Recomendadas,Recomendacion USD
90373164,ito koyama - amortiguadores,28.0,0.0,0,verde,6.05,100.0,0,0.0
90873217,ito koyama - amortiguadores,82.0,0.0,0,verde,6.67,120.0,0,0.0
922380213,ito koyama - amortiguadores,320.0,0.0,1,verde,5.9,100.0,0,0.0
924380210,ito koyama - amortiguadores,54.0,0.0,0,verde,6.35,120.0,0,0.0
93249960,ks - alemania,0.0,0.0,0,verde,117.01880801916123,18.0,0,0.0
94583376,ito koyama - amortiguadores,2.0,0.0,0,verde,7.3,60.0,0,0.0
94583379,ito koyama - amortiguadores,1.0,0.0,0,verde,7.3,60.0,0,0.0
95917154,ito koyama - amortiguadores,0.0,0.0,1,verde,11.0,83.0,0,0.0
95917155,ito koyama - amortiguadores,0.0,0.0,1,verde,11.0,84.0,0,0.0
95948811,ito koyama - amortiguadores,25.0,0.0,0,verde,15.94,52.0,0,0.0
95948812,ito koyama - amortiguadores,24.0,0.0,0,verde,15.94,52.0,0,0.0
96316781,ito koyama - amortiguadores,140.0,0.0,2,verde,5.6,200.0,0,0.0
96392790,ito koyama - amortiguadores,76.0,0.0,0,verde,5.66,100.0,0,0.0
96407819,ito koyama - amortiguadores,12.0,0.0,1,verde,11.1,84.0,0,0.0
96407820,ito koyama - amortiguadores,17.0,0.0,2,verde,11.1,84.0,0,0.0
96408735,ito koyama - amortiguadores,87.0,0.0,3,verde,6.6,99.0,0,0.0
96424025,ito koyama - amortiguadores,89.0,0.0,0,verde,9.85,60.0,0,0.0
96424026,ito koyama - amortiguadores,99.0,0.0,0,verde,9.85,60.0,0,0.0
96626214,ito koyama - amortiguadores,83.0,0.0,0,verde,9.28,100.0,0,0.0
9678808180,ito koyama - amortiguadores,35.0,0.0,0,verde,11.02,56.0,0,0.0
9678808280,ito koyama - amortiguadores,34.0,0.0,0,verde,11.02,56.0,0,0.0
98016,narva,299.0,0.0,3,verde,6.956049931049347,300.0,0,0.0
9802909980,ito koyama - amortiguadores,72.0,0.0,0,verde,7.11,100.0,0,0.0
a-1008,sakura filter,24.0,0.0,0,verde,3.47,36.0,0,0.0
a-1026-s,sakura filter,133.0,0.0,0,verde,16.0,28.0,0,0.0
a-1046,sakura filter,5.0,0.0,0,verde,2.4,20.0,0,0.0
a-1047,sakura filter,107.0,0.0,0,verde,2.26,40.0,0,0.0
a-1053,sakura filter,127.0,0.0,0,verde,2.62,60.0,0,0.0
a-1080,sakura filter,87.0,0.0,0,verde,2.83,20.0,0,0.0
a-1084,sakura filter,63.0,0.0,0,verde,4.8,54.0,0,0.0
a-1088-s,sakura filter,105.0,0.0,0,verde,9.21,60.0,0,0.0
a-1092,sakura filter,35.0,0.0,0,verde,2.13,100.0,0,0.0
a-1109,sakura filter,42.0,0.0,0,verde,2.88,20.0,0,0.0
a-1122,sakura filter,181.0,0.0,0,verde,1.74,144.0,0,0.0
a-1123,sakura filter,0.0,0.0,0,verde,2.03,40.0,0,0.0
a-1138,sakura filter,154.0,0.0,0,verde,1.9,100.0,0,0.0
a-1152,sakura filter,23.0,0.0,0,verde,2.37,100.0,0,0.0
a-1163,sakura filter,153.0,0.0,0,verde,4.04,90.0,0,0.0
a-1165,sakura filter,153.0,0.0,0,verde,1.93,100.0,0,0.0
a-1181,sakura filter,38.0,0.0,0,verde,0.9,60.0,0,0.0
a-1194,sakura filter,0.0,0.0,0,verde,1.78,20.0,0,0.0
a-1195,sakura filter,0.0,0.0,0,verde,2.19,20.0,0,0.0
a-1223,sakura filter,34.0,0.0,0,verde,1.52,40.0,0,0.0
a-13530-s,sakura filter,256.0,0.0,3,verde,10.21,20.0,0,0.0
a-1422,sakura filter,60.0,0.0,0,verde,2.03,100.0,0,0.0
a-14400,sakura filter,29.0,0.0,0,verde,1.55,40.0,0,0.0
a-14520,sakura filter,44.0,0.0,0,verde,2.61,100.0,0,0.0
a-14540,sakura filter,21.0,0.0,0,verde,1.58,40.0,0,0.0
a-14560,sakura filter,98.0,0.0,0,verde,1.82,60.0,0,0.0
a-1508,sakura filter,40.0,0.0,0,verde,5.21,36.0,0,0.0
a-1515,sakura filter,190.0,0.0,0,verde,2.5,18.0,0,0.0
a-15250,sakura filter,477.0,0.0,0,verde,4.5,100.0,0,0.0
a-15252,sakura filter,314.0,0.0,0,verde,4.2,180.0,0,0.0
a-1615,sakura filter,68.0,0.0,0,verde,2.69,80.0,0,0.0
a-1618,sakura filter,21.0,0.0,0,verde,2.06,100.0,0,0.0
a-1621,sakura filter,106.0,0.0,0,verde,1.98,40.0,0,0.0
a-1623,sakura filter,52.0,0.0,0,verde,2.89,60.0,0,0.0
a-1641,sakura filter,152.0,0.0,0,verde,2.63,60.0,0,0.0
a-1646,sakura filter,39.0,0.0,0,verde,2.0,20.0,0,0.0
a-1671,sakura filter,31.0,0.0,0,verde,2.0,60.0,0,0.0
a-1676,sakura filter,51.0,0.0,0,verde,1.44,100.0,0,0.0
a-16810,sakura filter,58.0,0.0,0,verde,1.17,40.0,0,0.0
a-16850,sakura filter,50.0,0.0,0,verde,1.64,50.0,0,0.0
a-1714,sakura filter,100.0,0.0,0,verde,3.45,90.0,0,0.0
a-1717,sakura filter,7.0,0.0,0,verde,1.53,100.0,0,0.0
a-1730,sakura filter,26.0,0.0,0,verde,2.46,60.0,0,0.0
a-1734,sakura filter,26.0,0.0,0,verde,1.47,100.0,0,0.0
a-1753,sakura filter,159.0,0.0,0,verde,3.7,40.0,0,0.0
a-1757,sakura filter,13.0,0.0,0,verde,3.42,20.0,0,0.0
a-1768,sakura filter,180.0,0.0,0,verde,2.31,100.0,0,0.0
a-17850,sakura filter,277.0,0.0,0,verde,3.56,100.0,0,0.0
a-17920,sakura filter,36.0,0.0,0,verde,3.05,100.0,0,0.0
a-1817,sakura filter,0.0,0.0,0,verde,3.78,54.0,0,0.0
a-1832,sakura filter,25.0,0.0,0,verde,1.67,40.0,0,0.0
a-1850,sakura filter,239.0,0.0,0,verde,2.56,120.0,0,0.0
a-1857,sakura filter,84.0,0.0,0,verde,3.03,90.0,0,0.0
a-1878,sakura filter,9.0,0.0,1,verde,1.1,100.0,0,0.0
a-1952,sakura filter,40.0,0.0,0,verde,3.56,40.0,0,0.0
a-1955-s,sakura filter,26.0,0.0,0,verde,10.5,28.0,0,0.0
a-1959,sakura filter,35.0,0.0,2,verde,3.2,120.0,0,0.0
a-1961,sakura filter,173.0,0.0,0,verde,4.0,50.0,0,0.0
a-21080,sakura filter,26.0,0.0,0,verde,2.09,40.0,0,0.0
a-21940,sakura filter,166.0,0.0,0,verde,2.85,180.0,0,0.0
a-21950,sakura filter,61.0,0.0,0,verde,3.02,40.0,0,0.0
a-22300,sakura filter,1.0,0.0,0,verde,4.36,45.0,0,0.0
a-22380-s,sakura filter,326.0,0.0,3,verde,35.86,152.0,0,0.0
a-22460,sakura filter,142.0,0.0,0,verde,2.26,60.0,0,0.0
a-22500,sakura filter,133.0,0.0,0,verde,2.88,20.0,0,0.0
a-22510,sakura filter,373.0,0.0,0,verde,2.79,460.0,0,0.0
a-2408,sakura filter,38.0,0.0,0,verde,16.96,60.0,0,0.0
a-2410,sakura filter,65.0,0.0,0,verde,2.69,24.0,0,0.0
a-2414,sakura filter,73.0,0.0,0,verde,2.15,40.0,0,0.0
a-2416,sakura filter,39.0,0.0,0,verde,3.77,60.0,0,0.0
a-24210,sakura filter,20.0,0.0,0,verde,4.0,100.0,0,0.0
a-25490,sakura filter,385.0,0.0,1,verde,2.35,200.0,0,0.0
a-25990,sakura filter,82.0,0.0,0,verde,2.37,100.0,0,0.0
a-26530,sakura filter,0.0,0.0,0,verde,15.0,57.0,0,0.0
a-2707-s,sakura filter,88.0,0.0,0,verde,11.51,100.0,0,0.0
a-2802,sakura filter,186.0,0.0,0,verde,2.05,100.0,0,0.0
a-2807,sakura filter,66.0,0.0,0,verde,2.28,100.0,0,0.0
a-2812,sakura filter,248.0,0.0,0,verde,3.2,156.0,0,0.0
a-2814,sakura filter,249.0,0.0,0,verde,1.6,80.0,0,0.0
a-2820,sakura filter,186.0,0.0,0,verde,3.67,100.0,0,0.0
a-2844,sakura filter,0.0,0.0,0,verde,2.38,40.0,0,0.0
a-28510,sakura filter,93.0,0.0,0,verde,1.77,200.0,0,0.0
a-28520,sakura filter,0.0,0.0,0,verde,2.93,54.0,0,0.0
a-28540,sakura filter,107.0,0.0,0,verde,2.2,100.0,0,0.0
a-28730-s,sakura filter,33.0,0.0,0,verde,23.0,28.0,0,0.0
a-28950,sakura filter,81.0,0.0,0,verde,1.75,20.0,0,0.0
a-28980,sakura filter,0.0,0.0,0,verde,,,0,
a-2913,sakura filter,47.0,0.0,0,verde,4.25,100.0,0,0.0
a-2922,sakura filter,100.0,0.0,0,verde,2.37,100.0,0,0.0
a-2928,sakura filter,52.0,0.0,0,verde,3.39,54.0,0,0.0
a-2932,sakura filter,274.0,0.0,0,verde,4.05,160.0,0,0.0
a-29370,sakura filter,11.0,0.0,0,verde,2.28,60.0,0,0.0
a-29380,sakura filter,89.0,0.0,0,verde,2.52,200.0,0,0.0
a-29400,sakura filter,107.0,0.0,0,verde,3.84,120.0,0,0.0
a-29420,sakura filter,39.0,0.0,0,verde,2.3,60.0,0,0.0
a-29530,sakura filter,406.0,0.0,0,verde,2.35,100.0,0,0.0
a-29550,sakura filter,35.0,0.0,0,verde,2.7,100.0,0,0.0
a-30220,sakura filter,74.0,0.0,0,verde,4.22,90.0,0,0.0
a-3102,sakura filter,19.0,0.0,0,verde,3.12,120.0,0,0.0
a-31060,sakura filter,44.0,0.0,0,verde,3.8,40.0,0,0.0
a-31270,sakura filter,32.0,0.0,0,verde,2.49,140.0,0,0.0
a-31790,sakura filter,133.0,0.0,0,verde,3.56,60.0,0,0.0
a-33430,sakura filter,71.0,0.0,0,verde,1.85,20.0,0,0.0
a-3370,sakura filter,23.0,0.0,0,verde,6.08,40.0,0,0.0
a-33750,sakura filter,33.0,0.0,0,verde,1.24,60.0,0,0.0
a-33930,sakura filter,67.0,0.0,0,verde,2.0,200.0,0,0.0
a-33950,sakura filter,71.0,0.0,0,verde,4.06,120.0,0,0.0
a-3601,sakura filter,180.0,0.0,0,verde,2.85,100.0,0,0.0
a-38030-s,sakura filter,207.0,0.0,0,verde,23.1,13.0,0,0.0
a-38120-s,sakura filter,218.0,0.0,2,verde,27.27,38.0,0,0.0
a-38230-s,sakura filter,197.0,0.0,2,verde,16.0,60.0,0,0.0
a-38400,sakura filter,56.0,0.0,0,verde,1.6,40.0,0,0.0
a-38520-s,sakura filter,0.0,0.0,2,verde,24.92,142.0,0,0.0
a-38600,sakura filter,106.0,0.0,0,verde,1.8,80.0,0,0.0
a-39050,sakura filter,145.0,0.0,0,verde,10.9,160.0,0,0.0
a-4212-s,sakura filter,12.0,0.0,0,verde,8.17,84.0,0,0.0
a-42610,sakura filter,1.0,0.0,3,verde,9.49,200.0,0,0.0
a-44200,sakura filter,64.0,0.0,0,verde,4.84,80.0,0,0.0
a-44300,sakura filter,69.0,0.0,0,verde,16.55,80.0,0,0.0
a-49480,sakura filter,45.0,0.0,0,verde,20.88,196.0,0,0.0
a-5005-s,sakura filter,59.0,0.0,0,verde,11.29,27.0,0,0.0
a-5030-s,sakura filter,34.0,0.0,0,verde,11.0,24.0,0,0.0
a-50370,sakura filter,208.0,0.0,0,verde,4.7,220.0,0,0.0
a-5331,sakura filter,59.0,0.0,0,verde,20.16,60.0,0,0.0
a-53900,sakura filter,79.0,0.0,0,verde,2.88,100.0,0,0.0
a-5425-s,sakura filter,11.0,0.0,0,verde,25.53,60.0,0,0.0
a-5501-s,sakura filter,184.0,0.0,0,verde,25.53,36.0,0,0.0
a-5504,sakura filter,44.0,0.0,0,verde,8.5,26.0,0,0.0
a-5531-s,sakura filter,0.0,0.0,0,verde,,,0,
a-5537-s,sakura filter,57.0,0.0,0,verde,7.0,60.0,0,0.0
a-5562-s,sakura filter,41.0,0.0,0,verde,27.48,7.0,0,0.0
a-5604-s,sakura filter,86.0,0.0,0,verde,18.04,36.0,0,0.0
a-5622-s,sakura filter,31.0,0.0,0,verde,16.32,44.0,0,0.0
a-5652-s,sakura filter,32.0,0.0,0,verde,10.5,60.0,0,0.0
a-5656-s,sakura filter,12.0,0.0,0,verde,8.6,63.0,0,0.0
a-5665-s,sakura filter,89.0,0.0,0,verde,4.0,96.0,0,0.0
a-58300,sakura filter,44.0,0.0,0,verde,2.26,60.0,0,0.0
a-58400,sakura filter,77.0,0.0,0,verde,3.79,100.0,0,0.0
a-59130,sakura filter,270.0,0.0,0,verde,2.0,100.0,0,0.0
a-6006,sakura filter,106.0,0.0,0,verde,9.0,120.0,0,0.0
a-6014-s,sakura filter,34.0,0.0,0,verde,20.04,25.0,0,0.0
a-6110,sakura filter,123.0,0.0,0,verde,3.86,60.0,0,0.0
a-6121m-s,sakura filter,96.0,0.0,3,verde,19.33,50.0,0,0.0
a-61360,sakura filter,23.0,0.0,0,verde,2.67,100.0,0,0.0
a-61590-s,sakura filter,89.0,0.0,0,verde,27.36,100.0,0,0.0
a-61600,sakura filter,258.0,0.0,0,verde,2.37,100.0,0,0.0
a-61610,sakura filter,53.0,0.0,0,verde,2.48,100.0,0,0.0
a-6211-s,sakura filter,52.0,0.0,0,verde,17.02,72.0,0,0.0
a-6227-s,sakura filter,0.0,0.0,0,verde,3.56,300.0,0,0.0
a-6509,sakura filter,13.0,0.0,0,verde,1.6,20.0,0,0.0
a-6522,sakura filter,179.0,0.0,0,verde,2.25,200.0,0,0.0
a-65540,sakura filter,72.0,0.0,0,verde,2.31,100.0,0,0.0
a-65710,sakura filter,261.0,0.0,0,verde,5.0,300.0,0,0.0
a-65780,sakura filter,100.0,0.0,0,verde,2.25,100.0,0,0.0
a-6606,sakura filter,356.0,0.0,0,verde,3.05,204.0,0,0.0
a-6608,sakura filter,94.0,0.0,0,verde,3.56,100.0,0,0.0
a-6707,sakura filter,118.0,0.0,0,verde,9.03,19.0,0,0.0
a-68010-s,sakura filter,230.0,0.0,0,verde,37.68,26.0,0,0.0
a-6808-s,sakura filter,8.0,0.0,0,verde,4.73,50.0,0,0.0
a-6819,sakura filter,70.0,0.0,0,verde,3.57,200.0,0,0.0
a-68380,sakura filter,31.0,0.0,0,verde,19.19,36.0,0,0.0
a-68490,sakura filter,52.0,0.0,0,verde,21.63,60.0,0,0.0
a-68500,sakura filter,3.0,0.0,0,verde,6.0,54.0,0,0.0
a-69210,sakura filter,15.0,0.0,0,verde,2.65,75.0,0,0.0
a-70020-s,sakura filter,15.0,0.0,0,verde,3.79,100.0,0,0.0
a-7003-s,sakura filter,0.0,0.0,0,verde,4.5,60.0,0,0.0
a-7101,sakura filter,67.0,0.0,0,verde,25.19,1.0,0,0.0
a-7107-s,sakura filter,0.0,0.0,0,verde,16.93,40.0,0,0.0
a-71160,sakura filter,60.0,0.0,0,verde,17.02,60.0,0,0.0
a-7127,sakura filter,62.0,0.0,0,verde,2.23,75.0,0,0.0
a-71380-s,sakura filter,49.0,0.0,2,verde,15.8,52.0,0,0.0
a-71590-s,sakura filter,0.0,0.0,2,verde,27.41,128.0,0,0.0
a-76520,sakura filter,60.0,0.0,0,verde,7.68,36.0,0,0.0
a-76531-s,sakura filter,71.0,0.0,0,verde,11.14,32.0,0,0.0
a-7972,sakura filter,217.0,0.0,0,verde,19.45,76.0,0,0.0
a-8608-s,sakura filter,57.0,0.0,0,verde,7.71,12.0,0,0.0
a-87700-s,sakura filter,153.0,0.0,0,verde,7.9,54.0,0,0.0
a-8811-s,sakura filter,34.0,0.0,0,verde,2.71,100.0,0,0.0
a-88140,sakura filter,111.0,0.0,0,verde,1.9,200.0,0,0.0
a-88170-s,sakura filter,22.0,0.0,0,verde,9.37,18.0,0,0.0
a-90310,sakura filter,42.0,0.0,0,verde,2.02,100.0,0,0.0
a-90320,sakura filter,87.0,0.0,0,verde,1.97,100.0,0,0.0
a-9931-s,sakura filter,71.0,0.0,0,verde,29.0,100.0,0,0.0
a-chimpunera,sin definicion,0.0,0.0,0,verde,19.062700586576412,1050.0,0,0.0
a-lapiceros,sin definicion,0.0,0.0,0,verde,0.16,5000.0,0,0.0
a-padmouse,sin definicion,0.0,0.0,0,verde,1.12,750.0,0,0.0
a-tazas,sin definicion,0.0,0.0,0,verde,1.9,500.0,0,0.0
aat-018,aisin - japon,37.0,0.0,2,verde,194.85,204.0,0,0.0
ab3118045d,ito koyama - amortiguadores,1.0,0.0,0,verde,8.0,80.0,0,0.0
ach002,ito koyama - direccion,173.0,0.0,0,verde,2.27,150.0,0,0.0
af6210/fh,prestone - usa,1616.0,0.0,3,verde,7.39,2592.0,0,0.0
af6310/fh,prestone - usa,230.0,0.0,2,verde,7.39,324.0,0,0.0
af9900m8,prestone - mexico,3.0,0.0,2,verde,228.25,34.0,0,0.0
afc10000mb-m2,prestone - usa,28.0,0.0,0,verde,52.03,32.0,0,0.0
afc10100mb-m2,prestone - mexico,100.0,0.0,2,verde,28.83,160.0,0,0.0
afc11100mb-m1,prestone - mexico,167.0,0.0,2,verde,34.47,240.0,0,0.0
ani003,ito koyama - direccion,208.0,0.0,0,verde,2.0,180.0,0,0.0
as-1024-s,sakura filter,143.0,0.0,3,verde,16.77,1.0,0,0.0
as-1031,sakura filter,19.0,0.0,0,verde,5.42,28.0,0,0.0
as-32212,nas - pfi - zkl - mba,64.0,0.0,0,verde,4.79,500.0,0,0.0
as-5102-s,sakura filter,224.0,0.0,3,verde,28.82,96.0,0,0.0
as-51540,sakura filter,253.0,0.0,0,verde,4.74,9.0,0,0.0
as-51540-s,sakura filter,11.0,0.0,0,verde,7.2,72.0,0,0.0
as-5643-s,sakura filter,25.0,0.0,0,verde,5.5,64.0,0,0.0
as-5656-s,sakura filter,220.0,0.0,0,verde,9.68,9.0,0,0.0
as-6002-2rsc3,nas - pfi - zkl - mba,132.0,0.0,0,verde,0.27,500.0,0,0.0
as-6116-s,sakura filter,0.0,0.0,2,verde,10.5,256.0,0,0.0
as-6204-2rs,nas - pfi - zkl - mba,1032.0,0.0,0,verde,0.52,1500.0,0,0.0
as-6905-s,sakura filter,0.0,0.0,3,verde,8.14,108.0,0,0.0
as-76490-s,sakura filter,19.0,0.0,0,verde,8.64,60.0,0,0.0
as-8547,sakura filter,340.0,0.0,0,verde,4.69,84.0,0,0.0
as-l44649/10,nas - pfi - zkl - mba,184.0,0.0,0,verde,1.2,300.0,0,0.0
as-lm11949/10,nas - pfi - zkl - mba,199.0,0.0,0,verde,0.99,500.0,0,0.0
ato-001,ito koyama - palieres,255.0,0.0,3,verde,31.3,100.0,0,0.0
ato-002,ito koyama - palieres,211.0,0.0,3,verde,29.7,200.0,0,0.0
aty013,ito koyama - direccion,72.0,0.0,2,verde,2.18,1200.0,0,0.0
b1001,ito koyama - trapecios,37.0,0.0,0,verde,2.84,203.0,0,0.0
b45a34700,ito koyama - amortiguadores,46.0,0.0,1,verde,11.1,60.0,0,0.0
b45a34900,ito koyama - amortiguadores,47.0,0.0,1,verde,11.1,60.0,0,0.0
bcg001,ito koyama - bocamazas,0.0,0.0,0,verde,,,0,
bcg002,ito koyama - bocamazas,0.0,0.0,0,verde,,,0,
bch002,ito koyama - bocamazas,0.0,0.0,0,verde,8.32,60.0,0,0.0
bch005,ito koyama - bocamazas,0.0,0.0,0,verde,,,0,
bch006,ito koyama - bocamazas,0.0,0.0,0,verde,,,0,
bch007,ito koyama - bocamazas,0.0,0.0,0,verde,,,0,
bch008,ito koyama - bocamazas,0.0,0.0,0,verde,,,0,
bch009,ito koyama - bocamazas,0.0,0.0,0,verde,,,0,
bdd010s,ishikawa - discos de freno,22.0,0.0,0,verde,11.09,50.0,0,0.0
bdd016,ishikawa - discos de freno,20.0,0.0,0,verde,11.27,50.0,0,0.0
bdd020s,ishikawa - discos de freno,0.0,0.0,0,verde,12.7,50.0,0,0.0
bdd026,ishikawa - discos de freno,42.0,0.0,2,verde,10.65,50.0,0,0.0
bdd027,ishikawa - discos de freno,8.0,0.0,0,verde,10.07,50.0,0,0.0
bdd028,ishikawa - discos de freno,122.0,0.0,3,verde,7.46,50.0,0,0.0
bdd029,ishikawa - discos de freno,98.0,0.0,0,verde,6.06,150.0,0,0.0
bdd031,ishikawa - discos de freno,0.0,0.0,3,verde,8.92,100.0,0,0.0
bdd033,ishikawa - discos de freno,0.0,0.0,0,verde,6.79,50.0,0,0.0
bdd034,ishikawa - discos de freno,30.0,0.0,0,verde,8.98,100.0,0,0.0
bdd037,ishikawa - discos de freno,0.0,0.0,0,verde,6.85,100.0,0,0.0
bdd040,ishikawa - discos de freno,14.0,0.0,0,verde,12.08,50.0,0,0.0
bdd042,ishikawa - discos de freno,44.0,0.0,0,verde,6.73,50.0,0,0.0
bdd044,ishikawa - discos de freno,90.0,0.0,0,verde,12.74,100.0,0,0.0
bdd046,ishikawa - discos de freno,4.0,0.0,0,verde,7.11,50.0,0,0.0
bdd048,ishikawa - discos de freno,18.0,0.0,0,verde,5.67,50.0,0,0.0
bdd049,ishikawa - discos de freno,44.0,0.0,0,verde,17.1,50.0,0,0.0
bdd054,ishikawa - discos de freno,7.0,0.0,0,verde,13.21,80.0,0,0.0
bdd061,ishikawa - discos de freno,0.0,0.0,0,verde,6.58,50.0,0,0.0
bdd062,ishikawa - discos de freno,20.0,0.0,0,verde,14.26,80.0,0,0.0
bdd064,ishikawa - discos de freno,16.0,0.0,0,verde,13.54,50.0,0,0.0
bdd068,ishikawa - discos de freno,94.0,0.0,0,verde,11.59,100.0,0,0.0
bdd072,ishikawa - discos de freno,48.0,0.0,0,verde,6.07,120.0,0,0.0
bdd073,ishikawa - discos de freno,14.0,0.0,0,verde,9.71,100.0,0,0.0
bdd075,ishikawa - discos de freno,36.0,0.0,0,verde,9.84,50.0,0,0.0
bdd076,ishikawa - discos de freno,4.0,0.0,0,verde,11.63,100.0,0,0.0
bdd079,ishikawa - discos de freno,0.0,0.0,0,verde,7.93,50.0,0,0.0
bdd080,ishikawa - discos de freno,62.0,0.0,0,verde,13.0,100.0,0,0.0
bdd081,ishikawa - discos de freno,24.0,0.0,0,verde,15.35,100.0,0,0.0
bdd086,ishikawa - discos de freno,0.0,0.0,0,verde,7.15,50.0,0,0.0
bdd091,ishikawa - discos de freno,20.0,0.0,0,verde,8.61,100.0,0,0.0
bdd092,ishikawa - discos de freno,30.0,0.0,0,verde,6.53,100.0,0,0.0
bdd094,ishikawa - discos de freno,98.0,0.0,0,verde,13.38,50.0,0,0.0
bdd095,ishikawa - discos de freno,108.0,0.0,0,verde,12.56,50.0,0,0.0
bdd096,ishikawa - discos de freno,54.0,0.0,0,verde,13.7,100.0,0,0.0
bdd100,ishikawa - discos de freno,20.0,0.0,0,verde,8.0,100.0,0,0.0
bdd105,ishikawa - discos de freno,54.0,0.0,0,verde,14.01,50.0,0,0.0
bdd108,ishikawa - discos de freno,26.0,0.0,0,verde,8.34,50.0,0,0.0
bdd110,ishikawa - discos de freno,20.0,0.0,0,verde,6.97,50.0,0,0.0
bdd117,ishikawa - discos de freno,0.0,0.0,0,verde,5.56,50.0,0,0.0
bdd118,ishikawa - discos de freno,44.0,0.0,0,verde,6.39,50.0,0,0.0
bdd119,ishikawa - discos de freno,118.0,0.0,0,verde,5.26,150.0,0,0.0
bdd120,ishikawa - discos de freno,14.0,0.0,0,verde,8.09,50.0,0,0.0
bdd121,ishikawa - discos de freno,10.0,0.0,0,verde,10.14,50.0,0,0.0
bdd122,ishikawa - discos de freno,12.0,0.0,0,verde,10.59,50.0,0,0.0
bdd123,ishikawa - discos de freno,32.0,0.0,0,verde,10.74,50.0,0,0.0
bdd125,ishikawa - discos de freno,18.0,0.0,0,verde,13.55,50.0,0,0.0
bdd126,ishikawa - discos de freno,20.0,0.0,0,verde,8.34,50.0,0,0.0
bdd127,ishikawa - discos de freno,38.0,0.0,0,verde,10.06,50.0,0,0.0
bdd128,ishikawa - discos de freno,32.0,0.0,0,verde,6.79,50.0,0,0.0
bdd136,ishikawa - discos de freno,70.0,0.0,0,verde,6.63,50.0,0,0.0
bdd137,ishikawa - discos de freno,18.0,0.0,0,verde,5.1,50.0,0,0.0
bdd142,ishikawa - discos de freno,30.0,0.0,0,verde,7.11,50.0,0,0.0
bdd146,ishikawa - discos de freno,26.0,0.0,0,verde,6.26,50.0,0,0.0
bdd148,ishikawa - discos de freno,12.0,0.0,0,verde,14.52,50.0,0,0.0
bdd151,ishikawa - discos de freno,0.0,0.0,0,verde,8.74,50.0,0,0.0
bdd152,ishikawa - discos de freno,16.0,0.0,0,verde,9.65,50.0,0,0.0
bdd158,ishikawa - discos de freno,10.0,0.0,0,verde,14.23,50.0,0,0.0
bdd159,ishikawa - discos de freno,30.0,0.0,0,verde,12.68,50.0,0,0.0
bdd160,ishikawa - discos de freno,36.0,0.0,0,verde,12.05,50.0,0,0.0
bdd161,ishikawa - discos de freno,8.0,0.0,0,verde,11.87,50.0,0,0.0
bdd162,ishikawa - discos de freno,54.0,0.0,0,verde,11.58,50.0,0,0.0
bdd163,ishikawa - discos de freno,28.0,0.0,0,verde,10.88,50.0,0,0.0
bdd164,ishikawa - discos de freno,40.0,0.0,0,verde,10.66,50.0,0,0.0
bdd170,ishikawa - discos de freno,0.0,0.0,0,verde,7.82,50.0,0,0.0
bdd173,ishikawa - discos de freno,28.0,0.0,0,verde,7.48,50.0,0,0.0
bdd174,ishikawa - discos de freno,20.0,0.0,0,verde,7.2,50.0,0,0.0
bdd176,ishikawa - discos de freno,36.0,0.0,0,verde,6.78,50.0,0,0.0
bdd177,ishikawa - discos de freno,14.0,0.0,0,verde,5.9,50.0,0,0.0
bdd181,ishikawa - discos de freno,69.0,0.0,0,verde,13.92,50.0,0,0.0
bdd185,ishikawa - discos de freno,32.0,0.0,0,verde,11.53,50.0,0,0.0
bdd186,ishikawa - discos de freno,14.0,0.0,0,verde,11.21,50.0,0,0.0
bdd188,ishikawa - discos de freno,16.0,0.0,0,verde,10.25,50.0,0,0.0
bdd189,ishikawa - discos de freno,20.0,0.0,0,verde,9.89,50.0,0,0.0
bdd191,ishikawa - discos de freno,20.0,0.0,0,verde,8.51,50.0,0,0.0
bdd192,ishikawa - discos de freno,10.0,0.0,0,verde,7.79,50.0,0,0.0
bdd195,ishikawa - discos de freno,40.0,0.0,0,verde,7.95,50.0,0,0.0
bdd196,ishikawa - discos de freno,0.0,0.0,0,verde,7.43,50.0,0,0.0
bdd197,ishikawa - discos de freno,40.0,0.0,0,verde,7.69,50.0,0,0.0
bdd199,ishikawa - discos de freno,34.0,0.0,0,verde,7.41,50.0,0,0.0
bdd201,ishikawa - discos de freno,0.0,0.0,0,verde,6.89,50.0,0,0.0
bdd202,ishikawa - discos de freno,40.0,0.0,0,verde,6.93,50.0,0,0.0
bdd204,ishikawa - discos de freno,0.0,0.0,0,verde,5.42,50.0,0,0.0
bdd205,ishikawa - discos de freno,16.0,0.0,0,verde,8.92,50.0,0,0.0
bdd206,ishikawa - discos de freno,20.0,0.0,0,verde,6.09,50.0,0,0.0
bdd207,ishikawa - discos de freno,64.0,0.0,0,verde,6.1,100.0,0,0.0
bdd208,ishikawa - discos de freno,32.0,0.0,0,verde,7.39,50.0,0,0.0
bdd213,ishikawa - discos de freno,44.0,0.0,0,verde,12.86,50.0,0,0.0
bdd214,ishikawa - discos de freno,32.0,0.0,0,verde,9.53,50.0,0,0.0
bdd215,ishikawa - discos de freno,44.0,0.0,0,verde,10.12,50.0,0,0.0
bdd216,ishikawa - discos de freno,40.0,0.0,0,verde,6.34,50.0,0,0.0
bdd217,ishikawa - discos de freno,48.0,0.0,0,verde,7.09,50.0,0,0.0
