Artículo,Fuente Suministro,Inventario,Backorder,Importancia RFM,Alerta,Monto USD,Última Compra,Compras Recomendadas,Recomendacion USD
bdd218,ishikawa - discos de freno,26.0,0.0,0,verde,17.26,50.0,0,0.0
bdd219,ishikawa - discos de freno,30.0,0.0,0,verde,14.1,50.0,0,0.0
bdd220,ishikawa - discos de freno,32.0,0.0,0,verde,8.5,50.0,0,0.0
bdd226,ishikawa - discos de freno,28.0,0.0,0,verde,9.0,50.0,0,0.0
bdd229,ishikawa - discos de freno,28.0,0.0,0,verde,6.66,50.0,0,0.0
bdd230,ishikawa - discos de freno,0.0,0.0,0,verde,7.56,50.0,0,0.0
bdd231,ishikawa - discos de freno,44.0,0.0,0,verde,6.68,50.0,0,0.0
bdd233,ishikawa - discos de freno,36.0,0.0,0,verde,8.65,50.0,0,0.0
bdd239,ishikawa - discos de freno,38.0,0.0,0,verde,6.69,50.0,0,0.0
bdd240,ishikawa - discos de freno,386.0,0.0,0,verde,6.65,500.0,0,0.0
bdd242,ishikawa - discos de freno,12.0,0.0,0,verde,7.71,50.0,0,0.0
bdd243,ishikawa - discos de freno,26.0,0.0,0,verde,7.63,50.0,0,0.0
bdd245,ishikawa - discos de freno,34.0,0.0,0,verde,6.75,50.0,0,0.0
bdd246,ishikawa - discos de freno,13.0,0.0,0,verde,8.51,50.0,0,0.0
bdd247,ishikawa - discos de freno,74.0,0.0,0,verde,9.44,96.0,0,0.0
bdd248,ishikawa - discos de freno,90.0,0.0,0,verde,5.17,96.0,0,0.0
bdd251,ishikawa - discos de freno,82.0,0.0,0,verde,14.94,100.0,0,0.0
bdd252,ishikawa - discos de freno,84.0,0.0,0,verde,10.81,100.0,0,0.0
bdd254,ishikawa - discos de freno,64.0,0.0,0,verde,6.38,100.0,0,0.0
bdf001,ito koyama - bocamazas,0.0,0.0,0,verde,,,0,
bdf002,ito koyama - bocamazas,0.0,0.0,0,verde,,,0,
bdf003,ito koyama - bocamazas,0.0,0.0,0,verde,,,0,
bdf004,ito koyama - bocamazas,0.0,0.0,0,verde,,,0,
bf5000m3,prestone - mexico,180.0,0.0,2,verde,1.52,3888.0,0,0.0
bf6000m3,prestone - mexico,756.0,0.0,2,verde,2.25,2592.0,0,0.0
bfu-700x,mann - brasil,114.0,0.0,0,verde,2.65,432.0,0,0.0
bhy003,ito koyama - bocamazas,0.0,0.0,0,verde,5.67,108.0,0,0.0
bhy006,ito koyama - bocamazas,0.0,0.0,0,verde,12.84,52.0,0,0.0
bhy009,ito koyama - bocamazas,0.0,0.0,0,verde,16.41,54.0,0,0.0
bhy011,ito koyama - bocamazas,0.0,0.0,0,verde,,,0,
bhy014,ito koyama - bocamazas,0.0,0.0,0,verde,,,0,
bhy015,ito koyama - bocamazas,0.0,0.0,0,verde,,,0,
bhy016,ito koyama - bocamazas,0.0,0.0,0,verde,,,0,
bhy017,ito koyama - bocamazas,0.0,0.0,0,verde,,,0,
bhy020,ito koyama - bocamazas,0.0,0.0,0,verde,,,0,
bhy022,ito koyama - bocamazas,0.0,0.0,0,verde,,,0,
bki001,ito koyama - bocamazas,23.0,0.0,0,verde,5.35,60.0,0,0.0
bki002,ito koyama - bocamazas,0.0,0.0,0,verde,21.5,30.0,0,0.0
bki004,ito koyama - bocamazas,0.0,0.0,0,verde,22.5,30.0,0,0.0
bmi003,ito koyama - bocamazas,0.0,0.0,0,verde,,,0,
bmi004,ito koyama - bocamazas,0.0,0.0,0,verde,,,0,
bmi006,ito koyama - bocamazas,0.0,0.0,0,verde,,,0,
bmz001,ito koyama - bocamazas,0.0,0.0,0,verde,16.51,30.0,0,0.0
bmz006,ito koyama - bocamazas,13.0,0.0,0,verde,20.8,30.0,0,0.0
bni004,ito koyama - bocamazas,0.0,0.0,0,verde,6.3,96.0,0,0.0
bni005,ito koyama - bocamazas,0.0,0.0,0,verde,8.9,120.0,0,0.0
bni006,ito koyama - bocamazas,0.0,0.0,0,verde,13.35,54.0,0,0.0
bni008,ito koyama - bocamazas,0.0,0.0,0,verde,22.01,30.0,0,0.0
bni009,ito koyama - bocamazas,0.0,0.0,0,verde,5.35,100.0,0,0.0
bni010,ito koyama - bocamazas,0.0,0.0,0,verde,,,0,
bni011,ito koyama - bocamazas,0.0,0.0,0,verde,,,0,
bni013,ito koyama - bocamazas,0.0,0.0,0,verde,,,0,
bni014,ito koyama - bocamazas,0.0,0.0,0,verde,,,0,
bni015,ito koyama - bocamazas,0.0,0.0,0,verde,,,0,
brn001,ito koyama - bocamazas,0.0,0.0,0,verde,,,0,
bsk002,ito koyama - bocamazas,0.0,0.0,0,verde,,,0,
bsk003,ito koyama - bocamazas,0.0,0.0,0,verde,,,0,
bsk004,ito koyama - bocamazas,0.0,0.0,0,verde,,,0,
bsk006,ito koyama - bocamazas,0.0,0.0,0,verde,,,0,
bsu001,ito koyama - bocamazas,0.0,0.0,0,verde,13.56,30.0,0,0.0
bsu002,ito koyama - bocamazas,0.0,0.0,0,verde,15.9,30.0,0,0.0
bto002,ito koyama - bocamazas,0.0,0.0,0,verde,13.86,54.0,0,0.0
bto004,ito koyama - bocamazas,0.0,0.0,0,verde,8.86,400.0,0,0.0
bto006,ito koyama - bocamazas,0.0,0.0,0,verde,5.2,48.0,0,0.0
bto009,ito koyama - bocamazas,0.0,0.0,0,verde,6.3,60.0,0,0.0
bto011,ito koyama - bocamazas,0.0,0.0,2,verde,11.56,180.0,0,0.0
bto012,ito koyama - bocamazas,0.0,0.0,2,verde,18.15,120.0,0,0.0
bto013,ito koyama - bocamazas,0.0,0.0,0,verde,18.15,84.0,0,0.0
bto014,ito koyama - bocamazas,0.0,0.0,2,verde,14.9,120.0,0,0.0
bto016,ito koyama - bocamazas,0.0,0.0,1,verde,8.0,160.0,0,0.0
bto020,ito koyama - bocamazas,0.0,0.0,0,verde,16.92,204.0,0,0.0
bto021,ito koyama - bocamazas,0.0,0.0,0,verde,16.92,204.0,0,0.0
bto022,ito koyama - bocamazas,0.0,0.0,0,verde,15.08,60.0,0,0.0
bto023,ito koyama - bocamazas,0.0,0.0,0,verde,17.84,60.0,0,0.0
bto024,ito koyama - bocamazas,0.0,0.0,0,verde,,,0,
bto025,ito koyama - bocamazas,0.0,0.0,0,verde,,,0,
bto027,ito koyama - bocamazas,0.0,0.0,0,verde,,,0,
bto028,ito koyama - bocamazas,0.0,0.0,0,verde,,,0,
bto030,ito koyama - bocamazas,0.0,0.0,0,verde,,,0,
bto031,ito koyama - bocamazas,0.0,0.0,0,verde,,,0,
bto032,ito koyama - bocamazas,0.0,0.0,0,verde,,,0,
bvw002,ito koyama - bocamazas,0.0,0.0,0,verde,,,0,
bz0001,ishikawa - zapatas de freno,422.0,0.0,2,verde,7.53,120.0,0,0.0
bz0002,ishikawa - zapatas de freno,354.0,0.0,0,verde,4.05,200.0,0,0.0
bz0004,ishikawa - zapatas de freno,0.0,0.0,0,verde,2.43,500.0,0,0.0
bz0007,ishikawa - zapatas de freno,883.0,0.0,0,verde,2.73,1000.0,0,0.0
bz0008,ishikawa - zapatas de freno,896.0,0.0,0,verde,2.73,1000.0,0,0.0
bz0009,ishikawa - zapatas de freno,278.0,0.0,0,verde,4.85,300.0,0,0.0
bz0010,ishikawa - zapatas de freno,115.0,0.0,0,verde,3.94,300.0,0,0.0
bz0011,ishikawa - zapatas de freno,303.0,0.0,0,verde,2.73,500.0,0,0.0
bz0012,ishikawa - zapatas de freno,884.0,0.0,0,verde,4.26,1000.0,0,0.0
bz0013,ishikawa - zapatas de freno,170.0,0.0,0,verde,2.73,200.0,0,0.0
bz0014,ishikawa - zapatas de freno,48.0,0.0,0,verde,3.83,100.0,0,0.0
bz0015,ishikawa - zapatas de freno,19.0,0.0,0,verde,4.42,100.0,0,0.0
bz0017,ishikawa - zapatas de freno,22.0,0.0,0,verde,4.13,100.0,0,0.0
bz0018,ishikawa - zapatas de freno,110.0,0.0,0,verde,2.36,100.0,0,0.0
bz0019,ishikawa - zapatas de freno,35.0,0.0,0,verde,5.9,100.0,0,0.0
bz0020,ishikawa - zapatas de freno,12.0,0.0,0,verde,4.42,100.0,0,0.0
bz0021,ishikawa - zapatas de freno,15.0,0.0,0,verde,4.42,100.0,0,0.0
bz0022,ishikawa - zapatas de freno,45.0,0.0,0,verde,4.42,100.0,0,0.0
bz0024,ishikawa - zapatas de freno,129.0,0.0,0,verde,3.94,150.0,0,0.0
bz0025,ishikawa - zapatas de freno,447.0,0.0,0,verde,3.64,500.0,0,0.0
bz0026,ishikawa - zapatas de freno,112.0,0.0,0,verde,5.46,150.0,0,0.0
bz0027,ishikawa - zapatas de freno,48.0,0.0,0,verde,4.55,100.0,0,0.0
bz0028,ishikawa - zapatas de freno,149.0,0.0,0,verde,2.73,200.0,0,0.0
bz0029,ishikawa - zapatas de freno,154.0,0.0,0,verde,2.73,200.0,0,0.0
bz0030,ishikawa - zapatas de freno,175.0,0.0,0,verde,2.73,200.0,0,0.0
bz0031,ishikawa - zapatas de freno,92.0,0.0,0,verde,3.64,100.0,0,0.0
bz0032,ishikawa - zapatas de freno,109.0,0.0,0,verde,4.25,150.0,0,0.0
bz0033,ishikawa - zapatas de freno,111.0,0.0,0,verde,3.34,150.0,0,0.0
bz0034,ishikawa - zapatas de freno,377.0,0.0,0,verde,8.34,400.0,0,0.0
bz0035,ishikawa - zapatas de freno,80.0,0.0,0,verde,2.73,150.0,0,0.0
bz0036,ishikawa - zapatas de freno,118.0,0.0,0,verde,3.94,150.0,0,0.0
bz0037,ishikawa - zapatas de freno,267.0,0.0,0,verde,6.68,300.0,0,0.0
bz0038,ishikawa - zapatas de freno,37.0,0.0,0,verde,2.43,100.0,0,0.0
bz0039,ishikawa - zapatas de freno,112.0,0.0,0,verde,5.46,150.0,0,0.0
bz0040,ishikawa - zapatas de freno,273.0,0.0,0,verde,7.59,300.0,0,0.0
bz0041,ishikawa - zapatas de freno,80.0,0.0,0,verde,3.94,100.0,0,0.0
bz0042,ishikawa - zapatas de freno,77.0,0.0,0,verde,5.46,100.0,0,0.0
bz0043,ishikawa - zapatas de freno,194.0,0.0,0,verde,5.01,300.0,0,0.0
bz0044,ishikawa - zapatas de freno,269.0,0.0,0,verde,2.73,300.0,0,0.0
bz0045,ishikawa - zapatas de freno,171.0,0.0,0,verde,5.01,200.0,0,0.0
bz0046,ishikawa - zapatas de freno,86.0,0.0,0,verde,2.73,100.0,0,0.0
bz0047,ishikawa - zapatas de freno,87.0,0.0,0,verde,5.01,100.0,0,0.0
bz0048,ishikawa - zapatas de freno,121.0,0.0,0,verde,6.68,150.0,0,0.0
bz0049,ishikawa - zapatas de freno,120.0,0.0,0,verde,6.37,150.0,0,0.0
bz0050,ishikawa - zapatas de freno,68.0,0.0,0,verde,5.76,100.0,0,0.0
bz0051,ishikawa - zapatas de freno,349.0,0.0,0,verde,3.64,400.0,0,0.0
bz0052,ishikawa - zapatas de freno,364.0,0.0,0,verde,4.25,400.0,0,0.0
bz0053,ishikawa - zapatas de freno,252.0,0.0,0,verde,3.94,300.0,0,0.0
bz0054,ishikawa - zapatas de freno,64.0,0.0,0,verde,3.03,100.0,0,0.0
bz0055,ishikawa - zapatas de freno,85.0,0.0,0,verde,4.55,100.0,0,0.0
bz0056,ishikawa - zapatas de freno,61.0,0.0,0,verde,2.73,100.0,0,0.0
bz0059,ishikawa - zapatas de freno,76.0,0.0,0,verde,4.55,100.0,0,0.0
bz0060,ishikawa - zapatas de freno,44.0,0.0,0,verde,3.94,100.0,0,0.0
bz0062,ishikawa - zapatas de freno,46.0,0.0,0,verde,4.55,100.0,0,0.0
bz0063,ishikawa - zapatas de freno,52.0,0.0,0,verde,4.25,100.0,0,0.0
c-1001,sakura filter,14.0,0.0,0,verde,2.1,50.0,0,0.0
c-1002,sakura filter,62.0,0.0,0,verde,1.2,100.0,0,0.0
c-10026,sakura filter,803.0,0.0,2,verde,1.56,900.0,0,0.0
c-10027,sakura filter,246.0,0.0,0,verde,1.54,400.0,0,0.0
c-1005,sakura filter,63.0,0.0,0,verde,2.3,100.0,0,0.0
c-10050,mann - brasil,55.0,0.0,0,verde,4.537224479913712,60.0,0,0.0
c-1019,sakura filter,6.0,0.0,0,verde,3.18,100.0,0,0.0
c-1032,sakura filter,0.0,0.0,0,verde,1.45,150.0,0,0.0
c-1122,sakura filter,1175.0,0.0,3,verde,2.0,1008.0,0,0.0
c-1304,sakura filter,215.0,0.0,0,verde,4.75,100.0,0,0.0
c-13163,sakura filter,435.0,0.0,0,verde,6.5,230.0,0,0.0
c-15011,mann - brasil,6.0,0.0,0,verde,37.0584394812584,10.0,0,0.0
c-1552,sakura filter,430.0,0.0,1,verde,1.15,400.0,0,0.0
c-15671,sakura filter,914.0,0.0,1,verde,1.8,288.0,0,0.0
c-17410,sakura filter,0.0,0.0,0,verde,0.95,50.0,0,0.0
c-1812,sakura filter,0.0,0.0,0,verde,3.38,100.0,0,0.0
c-1815,sakura filter,51.0,0.0,1,verde,1.64,100.0,0,0.0
c-1819,sakura filter,37.0,0.0,0,verde,2.42,50.0,0,0.0
c-18360/2,mann - brasil,82.0,0.0,0,verde,11.71,100.0,0,0.0
c-18630,sakura filter,36.0,0.0,0,verde,1.3,150.0,0,0.0
c-18650,sakura filter,176.0,0.0,0,verde,2.92,40.0,0,0.0
c-19390,sakura filter,339.0,0.0,0,verde,1.67,100.0,0,0.0
c-20168,mann - brasil,27.0,0.0,0,verde,39.92,30.0,0,0.0
c-20457,mann - brasil,0.0,0.0,2,verde,15.56,16.0,0,0.0
c-23750,mann - brasil,161.0,0.0,0,verde,26.540467348098755,30.0,0,0.0
c-2901,sakura filter,226.0,0.0,0,verde,2.76,36.0,0,0.0
c-2904,sakura filter,202.0,0.0,0,verde,2.76,220.0,0,0.0
c-29168,mann - brasil,189.0,0.0,0,verde,8.365313835144043,30.0,0,0.0
c-30011,mann - brasil,34.0,0.0,0,verde,7.815531611442566,110.0,0,0.0
c-30810/3,mann - brasil,28.0,0.0,0,verde,35.986718237400055,33.0,0,0.0
c-31070,sakura filter,0.0,0.0,2,verde,4.23,300.0,0,0.0
c-32338/1,mann - brasil,0.0,0.0,0,verde,6.3,240.0,0,0.0
c-331465/1,mann - brasil,8.0,0.0,0,verde,54.21648645401001,30.0,0,0.0
c-38100,sakura filter,0.0,0.0,1,verde,2.43,192.0,0,0.0
c-38180,sakura filter,195.0,0.0,0,verde,6.4,6.0,0,0.0
c-4905,sakura filter,165.0,0.0,0,verde,3.37,84.0,0,0.0
c-49150,sakura filter,17.0,0.0,0,verde,1.82,100.0,0,0.0
c-5301,sakura filter,196.0,0.0,0,verde,3.79,186.0,0,0.0
c-5520,sakura filter,55.0,0.0,0,verde,5.72,48.0,0,0.0
c-5734,sakura filter,338.0,0.0,0,verde,3.25,252.0,0,0.0
c-65201,sakura filter,43.0,0.0,0,verde,5.98,102.0,0,0.0
c-6521,sakura filter,495.0,0.0,2,verde,1.72,600.0,0,0.0
c-65380,sakura filter,11.0,0.0,0,verde,1.62,100.0,0,0.0
c-7607,sakura filter,0.0,0.0,0,verde,3.84,96.0,0,0.0
c-7921,sakura filter,7.0,0.0,0,verde,2.19,96.0,0,0.0
c-7955,sakura filter,202.0,0.0,0,verde,3.64,96.0,0,0.0
c-7984,sakura filter,203.0,0.0,0,verde,2.71,120.0,0,0.0
c-7988,sakura filter,0.0,0.0,0,verde,2.86,24.0,0,0.0
c-913/1,mann - brasil,36.0,0.0,0,verde,7.61,60.0,0,0.0
c002n,ito koyama - resortes,0.0,0.0,0,verde,4.2,200.0,0,0.0
c004,ito koyama - resortes,2.0,0.0,2,verde,5.57,96.0,0,0.0
ca-10130,sakura filter,74.0,0.0,0,verde,1.18,20.0,0,0.0
ca-1103,sakura filter,275.0,0.0,0,verde,1.15,20.0,0,0.0
ca-1402,sakura filter,382.0,0.0,0,verde,1.13,200.0,0,0.0
ca-14040,sakura filter,13.0,0.0,0,verde,1.12,20.0,0,0.0
ca-14060,sakura filter,284.0,0.0,0,verde,1.84,200.0,0,0.0
ca-14110,sakura filter,18.0,0.0,0,verde,1.38,20.0,0,0.0
ca-17110-s,sakura filter,21.0,0.0,0,verde,0.92,100.0,0,0.0
ca-1810,sakura filter,128.0,0.0,2,verde,1.22,40.0,0,0.0
ca-18220,sakura filter,60.0,0.0,0,verde,1.35,60.0,0,0.0
ca-18361,sakura filter,142.0,0.0,0,verde,0.9,200.0,0,0.0
ca-18450,sakura filter,0.0,0.0,0,verde,2.31,300.0,0,0.0
ca-18470,sakura filter,347.0,0.0,0,verde,2.3,100.0,0,0.0
ca-19271,sakura filter,275.0,0.0,0,verde,2.4,20.0,0,0.0
ca-21040,sakura filter,0.0,0.0,0,verde,2.5,60.0,0,0.0
ca-21110-s,sakura filter,339.0,0.0,0,verde,1.7,180.0,0,0.0
ca-2402,sakura filter,33.0,0.0,0,verde,17.0,32.0,0,0.0
ca-26080,sakura filter,106.0,0.0,0,verde,3.48,290.0,0,0.0
ca-2801,sakura filter,151.0,0.0,0,verde,3.4,20.0,0,0.0
ca-28150,sakura filter,188.0,0.0,0,verde,1.15,200.0,0,0.0
ca-28261,sakura filter,160.0,0.0,2,verde,1.35,320.0,0,0.0
ca-28380,sakura filter,571.0,0.0,2,verde,1.58,260.0,0,0.0
ca-28440,sakura filter,192.0,0.0,0,verde,2.8,200.0,0,0.0
ca-29130,sakura filter,68.0,0.0,0,verde,2.88,200.0,0,0.0
ca-31060,sakura filter,71.0,0.0,0,verde,2.42,80.0,0,0.0
ca-3301,sakura filter,175.0,0.0,0,verde,1.21,280.0,0,0.0
ca-49010,sakura filter,294.0,0.0,0,verde,2.0,300.0,0,0.0
ca-54030,sakura filter,93.0,0.0,0,verde,1.84,100.0,0,0.0
ca-65170,sakura filter,61.0,0.0,0,verde,2.04,60.0,0,0.0
ca-65820,sakura filter,0.0,0.0,0,verde,1.35,200.0,0,0.0
ca-66030,sakura filter,0.0,0.0,0,verde,1.83,20.0,0,0.0
ca-68010,sakura filter,90.0,0.0,0,verde,2.3,100.0,0,0.0
ca-89060,sakura filter,122.0,0.0,0,verde,2.25,220.0,0,0.0
ca-89080-s,sakura filter,0.0,0.0,0,verde,1.44,100.0,0,0.0
cac-1114,sakura filter,300.0,0.0,0,verde,1.8,80.0,0,0.0
cac-18120,sakura filter,118.0,0.0,0,verde,1.6,200.0,0,0.0
cac-30930-s,sakura filter,40.0,0.0,0,verde,4.81,100.0,0,0.0
cac-38130,sakura filter,0.0,0.0,0,verde,,,0,
cac-65210,sakura filter,47.0,0.0,0,verde,4.78,100.0,0,0.0
cac-66030,sakura filter,33.0,0.0,0,verde,2.64,100.0,0,0.0
cav-26080,sakura filter,94.0,0.0,0,verde,4.99,100.0,0,0.0
cd215/75r17.5,deruibo,26.0,0.0,0,verde,60.0,20.0,0,0.0
cdx-019a,aisin - japon,179.0,0.0,3,verde,24.75,400.0,0,0.0
cf-1150,mann - brasil,265.0,0.0,2,verde,10.56,228.0,0,0.0
cf-1640,mann - brasil,16.0,0.0,0,verde,16.20899196624756,30.0,0,0.0
cf-1650,mann - brasil,86.0,0.0,2,verde,19.34207056045532,160.0,0,0.0
cf-1810,mann - brasil,53.0,0.0,0,verde,15.931359741091727,20.0,0,0.0
cf-2100/1,mann - brasil,37.0,0.0,0,verde,40.68240014135837,20.0,0,0.0
cf-933,mann - brasil,18.0,0.0,0,verde,12.44,30.0,0,0.0
cg004n,ito koyama - resortes,0.0,0.0,0,verde,5.25,104.0,0,0.0
ch-004,ito koyama - palieres,194.0,0.0,2,verde,6.5,200.0,0,0.0
ch-005,ito koyama - palieres,0.0,0.0,1,verde,6.5,200.0,0,0.0
ch-006,ito koyama - palieres,0.0,0.0,0,verde,6.6,100.0,0,0.0
ch004,ito koyama - resortes,0.0,0.0,0,verde,4.2,104.0,0,0.0
ch006n,ito koyama - resortes,80.0,0.0,0,verde,6.72,80.0,0,0.0
ch007,ito koyama - resortes,92.0,0.0,0,verde,6.51,148.0,0,0.0
ch009,ito koyama - resortes,80.0,0.0,0,verde,4.94,304.0,0,0.0
ch014n,ito koyama - resortes,24.0,0.0,0,verde,5.6,100.0,0,0.0
ckn-500-lt,aisin - japon,195.0,0.0,2,verde,69.87,349.0,0,0.0
cmt-003,aisin - japon,0.0,0.0,0,verde,11.97,20.0,0,0.0
cmt-004,aisin - japon,13.0,0.0,0,verde,19.68,32.0,0,0.0
cmt-025,aisin - japon,41.0,0.0,0,verde,21.86,30.0,0,0.0
cmt-055,aisin - japon,18.0,0.0,0,verde,18.34,64.0,0,0.0
cmt-064,aisin - japon,75.0,0.0,0,verde,19.54,60.0,0,0.0
cmt-075,aisin - japon,16.0,0.0,0,verde,15.91,16.0,0,0.0
cmt-078,aisin - japon,0.0,0.0,0,verde,,,0,
cmt-138,aisin - japon,41.0,0.0,0,verde,18.04,33.0,0,0.0
cmt-142,aisin - japon,0.0,0.0,2,verde,17.87,104.0,0,0.0
cmt-150,aisin - japon,0.0,0.0,0,verde,18.08,100.0,0,0.0
cp-23210,mann - brasil,233.0,0.0,3,verde,29.06029522418976,108.0,0,0.0
cp235/75r17.5,deruibo,16.0,0.0,0,verde,72.0,20.0,0,0.0
crt-006,aisin - japon,10.0,0.0,0,verde,14.79,10.0,0,0.0
crt-008,aisin - japon,0.0,0.0,0,verde,,,0,
crt-010,aisin - japon,26.0,0.0,0,verde,8.28,40.0,0,0.0
cs-009,aisin - japon,13.0,0.0,0,verde,21.94,20.0,0,0.0
cst-007,aisin - japon,0.0,0.0,2,verde,40.54,100.0,0,0.0
ct-011u,aisin - japon,200.0,0.0,3,verde,18.75,200.0,0,0.0
ctx-014z,aisin - japon,2301.0,0.0,0,verde,17.75,2502.0,0,0.0
ctx-048,aisin - japon,34.0,0.0,0,verde,46.77,30.0,0,0.0
ctx-060,aisin - japon,435.0,0.0,2,verde,30.67,200.0,0,0.0
ctx-062,aisin - japon,1038.0,0.0,3,verde,20.79,1000.0,0,0.0
ctx-064,aisin - japon,186.0,0.0,3,verde,29.78,600.0,0,0.0
ctx-084,aisin - japon,9.0,0.0,2,verde,35.59,50.0,0,0.0
ctx-088,aisin - japon,0.0,0.0,2,verde,28.18,214.0,0,0.0
ctx-115a,aisin - japon,0.0,0.0,3,verde,56.83,350.0,0,0.0
ctx-121,aisin - japon,9.0,0.0,0,verde,89.67,30.0,0,0.0
ctx-125,aisin - japon,0.0,0.0,2,verde,54.52,30.0,0,0.0
ctx-145,aisin - japon,279.0,0.0,2,verde,31.65,96.0,0,0.0
ctx-151,aisin - japon,20.0,0.0,0,verde,40.92,100.0,0,0.0
ctx-164,aisin - japon,0.0,0.0,0,verde,,,0,
ctx-166,aisin - japon,768.0,0.0,2,verde,27.59,300.0,0,0.0
ctx-170a,aisin - japon,1.0,0.0,3,verde,60.66,200.0,0,0.0
ctx-174a,aisin - japon,201.0,0.0,2,verde,26.11,201.0,0,0.0
ctx-175a,aisin - japon,50.0,0.0,0,verde,30.89,50.0,0,0.0
d007,ito koyama - resortes,60.0,0.0,2,verde,3.99,344.0,0,0.0
d007n,ito koyama - resortes,0.0,0.0,0,verde,3.99,344.0,0,0.0
d008n,ito koyama - resortes,0.0,0.0,0,verde,,,0,
da-014,ito koyama - palieres,0.0,0.0,0,verde,6.5,50.0,0,0.0
ddx-041a,aisin - japon,175.0,0.0,2,verde,23.4,200.0,0,0.0
df712870xb,ito koyama - amortiguadores,0.0,0.0,0,verde,6.1,60.0,0,0.0
dm12.00r24,deruibo,44.0,0.0,2,verde,147.0,40.0,0,0.0
dpo12.00r20,deruibo,54.0,0.0,0,verde,154.0,58.0,0,0.0
dt-100v,aisin - japon,1118.0,0.0,3,verde,13.65,300.0,0,0.0
dt155r12c,deestone,72.0,0.0,2,verde,20.43,80.0,0,0.0
dt165/65r14,deestone,277.0,0.0,2,verde,18.87,100.0,0,0.0
dt175/65r14,deestone,28.0,0.0,2,verde,18.49,200.0,0,0.0
dt175/70r13,deestone,69.0,0.0,2,verde,19.0,60.0,0,0.0
dt185/65r15,deestone,65.0,0.0,2,verde,22.95,100.0,0,0.0
dt185/70r13,deestone,232.0,0.0,2,verde,19.5,490.0,0,0.0
dt185/70r14,deestone,144.0,0.0,2,verde,23.0,250.0,0,0.0
dt185r14c,deestone,41.0,0.0,2,verde,30.47,60.0,0,0.0
dt195/55r15,deestone,29.0,0.0,2,verde,23.86,40.0,0,0.0
dt195/65r15,deestone,60.0,0.0,2,verde,24.63,100.0,0,0.0
dt195/70r14,deestone,40.0,0.0,0,verde,25.28,40.0,0,0.0
dt195r14c,deestone,21.0,0.0,2,verde,35.74,40.0,0,0.0
dt195r15c,deestone,36.0,0.0,2,verde,37.35,60.0,0,0.0
dt205/55r16,deestone,112.0,0.0,2,verde,26.94,120.0,0,0.0
dt215/65r16c,deestone,0.0,0.0,0,verde,38.49,27.0,0,0.0
dt215/75r16c,deestone,0.0,0.0,0,verde,43.2,40.0,0,0.0
dt215/75r17.5,deestone,6.0,0.0,0,verde,79.49,60.0,0,0.0
dt225/40zr18,deestone,59.0,0.0,0,verde,33.32,100.0,0,0.0
dt225/45zr18,deestone,0.0,0.0,0,verde,33.07,40.0,0,0.0
dt225/60r17,deestone,84.0,0.0,2,verde,41.58,100.0,0,0.0
dt225/75r16c,deestone,101.0,0.0,2,verde,44.78,227.0,0,0.0
dt235/60r17,deestone,207.0,0.0,2,verde,43.16,326.0,0,0.0
dt255/55r18,deestone,87.0,0.0,0,verde,48.68,131.0,0,0.0
dt265/70r16,deestone,34.0,0.0,2,verde,53.81,60.0,0,0.0
dt5.00r12lt,deestone,382.0,0.0,3,verde,20.5,250.0,0,0.0
dt5.50r12lt,deestone,314.0,0.0,2,verde,25.5,200.0,0,0.0
dt5.50r13lt,deestone,0.0,0.0,3,verde,26.5,250.0,0,0.0
dtc195/50r15,deestone,86.0,0.0,0,verde,21.57,60.0,0,0.0
dte225/45zr17,deestone,0.0,0.0,0,verde,32.37,40.0,0,0.0
dtlt265/70r17,deestone,141.0,0.0,2,verde,56.5,192.0,0,0.0
dtn195/60r15,deestone,32.0,0.0,0,verde,24.67,60.0,0,0.0
dtp195/55r15,deestone,0.0,0.0,0,verde,24.33,40.0,0,0.0
dtp205/60r16,deestone,70.0,0.0,2,verde,30.24,38.0,0,0.0
dtp215/70r15c,deestone,23.0,0.0,2,verde,39.27,60.0,0,0.0
dtp215/70r16,deestone,0.0,0.0,0,verde,35.38,40.0,0,0.0
dtt205/45zr17,deestone,0.0,0.0,0,verde,27.69,60.0,0,0.0
dtt215/45zr17,deestone,53.0,0.0,2,verde,29.24,60.0,0,0.0
dtv165/65r13,deestone,399.0,0.0,0,verde,16.94,200.0,0,0.0
dtv185/60r15,deestone,112.0,0.0,0,verde,20.82,80.0,0,0.0
dtx-113,aisin - japon,28.0,0.0,0,verde,56.04,20.0,0,0.0
dtx-146,aisin - japon,597.0,0.0,3,verde,49.69,1000.0,0,0.0
dtx-151,aisin - japon,112.0,0.0,0,verde,58.56,150.0,0,0.0
dtx-168,aisin - japon,57.0,0.0,0,verde,37.53,57.0,0,0.0
dtx-174,aisin - japon,15.0,0.0,0,verde,61.06,20.0,0,0.0
dtx-188,aisin - japon,174.0,0.0,2,verde,35.48,100.0,0,0.0
dtx-237a,aisin - japon,55.0,0.0,2,verde,28.72,60.0,0,0.0
dtx-238a,aisin - japon,60.0,0.0,0,verde,34.96,60.0,0,0.0
dtxlt265/60r18,deestone,138.0,0.0,0,verde,67.21,150.0,0,0.0
dtxlt265/70r16,deestone,114.0,0.0,2,verde,68.79,200.0,0,0.0
e-lapiceros,sin definicion,0.0,0.0,0,verde,2.596580072702378,2000.0,0,0.0
e6210-9an0a,ito koyama - amortiguadores,31.0,0.0,0,verde,6.67,120.0,0,0.0
