Fecha,Artículo,Fuente Suministro,Inventario,Compras Recomendadas,Demanda Mensual,Meses proteccion,Alerta,Lead Time,Margen,Ultima fecha,Monto USD,Última Compra,Recomendacion USD,Importancia RFM,Backorder,holgura,quebro,va_a_quebrar,consumiendo_proteccion
2024-11-01,j001,ito koyama - resortes,140.0,100,10.0,0.45338235029118146,verde,6,0.9111006759834545,2024-01-22,5.78,160.0,578.0,1,,14.0,0,0,0
2024-01-01,14248,spaco - italia,0.0,100,17.0,0.17455386092906722,rojo,4,0.5769655042497419,2023-01-10,11.591838312149049,60.0,1159.1838312149048,0,,0.0,1,0,1
2025-01-01,ea-69220,sakura filter,244.0,250,38.124453226725265,0.3521483409910076,verde,6,0.8792030856903978,2024-10-22,2.77,100.0,692.5,1,,6.400091787518564,0,0,0
2024-03-01,ehy008,ito koyama - direccion,0.0,100,15.0,2.2541320083595617,rojo,6,0.6670244683857889,2022-08-15,2.11,390.0,211.0,1,,0.0,1,0,1
2025-01-01,4106961j00,ito koyama - amortiguadores,0.0,200,26.5,1.286113544876371,rojo,6,0.8345607373533894,2024-08-22,10.15,144.0,2030.0,3,,0.0,1,0,1
2025-01-01,54660-1e200,ito koyama - amortiguadores,0.0,50,7.5,1.8382425853159685,rojo,6,0.7183276202944997,2024-02-29,10.3,60.0,515.0,3,,0.0,1,0,1
2025-01-01,4106861j00,ito koyama - amortiguadores,0.0,100,10.0,3.3731373460853264,rojo,6,0.8462419237608079,2024-08-22,10.15,144.0,1015.0,3,,0.0,1,0,1
2024-12-01,hy-823,ito koyama - palieres,0.0,100,11.5,0.7118804583773415,rojo,6,0.5723959848098833,2024-10-24,9.2,50.0,919.9999999999999,2,,0.0,1,0,1
2025-01-01,dt-063v,aisin - japon,73.0,100,12.995412190755209,0.1586369699204613,verde,6,0.4075311079878557,2023-05-05,20.62,100.0,2062.0,2,,5.617367031415239,0,0,0
2025-01-01,dt185/65r14,deestone,121.0,50,8.230075200398764,3.1887262079246548,verde,6,0.4462589939763836,2024-10-28,20.0,100.0,1000.0,2,,14.702174288047491,0,0,0
2024-12-01,55361-2e501,ito koyama - amortiguadores,50.0,200,27.189179121691637,0.33174881031356956,verde,6,0.8076191297053317,2024-02-29,11.4,100.0,2280.0,1,,1.8389668837081512,0,0,0
2024-11-01,a-19760,sakura filter,42.0,50,5.5,1.6240668276223404,verde,6,0.8614600230137737,2024-04-18,3.05,60.0,152.5,0,,7.636363636363637,0,0,0
2024-12-01,a-28930,sakura filter,28.0,100,9.0,1.1031548627885777,verde,6,0.8805403373680348,2024-02-28,3.17,60.0,317.0,0,,3.111111111111111,0,0,0
2024-10-01,18106,narva,99.0,100,16.0,0.14620488382935626,verde,4,0.46242376454447254,2023-04-18,4.960122516155243,100.0,496.0122516155243,0,,6.1875,0,0,0
2023-06-01,thy009,ito koyama - direccion,0.0,150,18.0,0.9419447675582234,rojo,6,0.6051038439601398,2022-01-21,2.35,330.0,352.5,0,,0.0,1,0,1
2025-01-01,fc-1020,sakura filter,522.0,200,26.0,0.9528884425565892,verde,6,0.767365744055726,2024-09-26,1.55,432.0,310.0,1,,20.076923076923077,0,0,0
2024-11-01,ik16,denso - bujias - japon,0.0,100,32.0,0.9230953551623051,rojo,3,0.3768000253378555,2024-04-05,4.91,288.0,491.0,2,,0.0,1,0,1
2025-01-01,48510-02150,ito koyama - amortiguadores,0.0,150,17.62393863530963,1.1263859780220775,rojo,6,0.7053793185950641,2023-12-23,10.8,102.0,1620.0,3,,0.0,1,0,1
2024-10-01,55310-c5000,ito koyama - amortiguadores,0.0,50,8.0,0.3679900360969936,rojo,6,0.6175345151904433,2023-07-25,6.6,60.0,330.0,0,,0.0,1,0,1
2024-12-01,89542-0k060,enertech - encendido,0.0,100,11.0,1.39525629493592,rojo,6,1.290211283275349,2023-08-03,8.76,140.0,876.0,0,,0.0,1,0,1
2024-11-01,tto027,ito koyama - direccion,2.0,300,42.5,1.0248957899407967,amarillo,6,0.6434912277526952,2023-05-19,2.8,160.0,840.0,2,,0.047058823529411764,0,0,1
2025-01-01,3410014a,ito koyama - amortiguadores,0.0,250,40.0,0.6831935832706731,rojo,6,0.6225099638003487,2024-02-29,7.3,100.0,1825.0,0,,0.0,1,0,1
2024-03-01,rhy001,ito koyama - direccion,0.0,400,61.5,1.1036633194650656,rojo,6,0.6526396271421946,2023-05-19,2.17,300.0,868.0,2,,0.0,1,0,1
2024-12-01,mi-620,ito koyama - palieres,21.0,100,16.0,1.0712816910557283,verde,6,0.6001934159709728,2023-06-16,7.8,180.0,780.0,2,,1.3125,0,0,0
2024-12-01,w16exr-u,denso - bujias - japon,124.0,300,92.0,0.9258913857591843,verde,3,0.38154938359780627,2024-08-26,0.99,192.0,297.0,0,,1.3478260869565217,0,0,0
2025-01-01,ef-13100,sakura filter,184.0,50,4.956611166666667,4.661296123422895,verde,6,1.0039243797091317,2023-12-04,3.56,100.0,178.0,0,,37.12213724518166,0,0,0
2024-12-01,ca-1810,sakura filter,128.0,250,38.427444002531665,0.7085086323598102,verde,6,1.1201426787846924,2023-12-04,1.22,40.0,305.0,1,,3.33095274282534,0,0,0
2024-12-01,op-004,ito koyama - palieres,17.0,150,16.853619500000004,1.1656108536459342,amarillo,6,0.5446428191476945,2024-10-24,6.3,50.0,945.0,1,,1.008685404342966,0,0,1
2024-12-01,eo-31100,sakura filter,52.0,100,11.333333333333334,0.7586011986193489,verde,6,1.3396311801797398,2024-03-18,1.32,50.0,132.0,0,,4.588235294117647,0,0,0
2024-12-01,bto015,ito koyama - bocamazas,0.0,100,11.756255181261524,1.0139173725114794,rojo,6,0.6170747501822825,2023-04-13,17.94,102.0,1794.0000000000002,1,,0.0,1,0,1
2024-11-01,a-2933,sakura filter,298.0,50,2.0,2.632594833155219,verde,6,0.9253142598663734,2024-08-29,1.96,200.0,98.0,0,,149.0,0,0,0
2024-12-01,ur003,ito koyama - direccion,226.0,150,24.326407598621117,0.42493035057269524,verde,6,0.8039107564847087,2023-05-19,2.38,482.0,357.0,0,,9.290315435346495,0,0,0
2025-01-01,4851042080,ito koyama - amortiguadores,0.0,50,2.0002063115437827,4.879301995822114,rojo,6,0.7383091489462811,2023-07-25,11.5,40.0,575.0,1,,0.0,1,0,1
2024-12-01,bdd039,ishikawa - discos de freno,86.0,50,4.0,1.096078869830492,verde,6,0.7258808459102999,2023-07-05,7.2,100.0,360.0,0,,21.5,0,0,0
2025-01-01,a-1768,sakura filter,180.0,100,9.818014247092501,0.39766041212088166,verde,6,1.015740076584694,2024-09-17,2.31,100.0,231.0,0,,18.33364624147954,0,0,0
2025-01-01,ho-020,ito koyama - palieres,0.0,100,9.292190697886003,0.875527667494744,rojo,6,0.5230331918347196,2024-10-24,6.8,50.0,680.0,0,,0.0,1,0,1
2024-12-01,7246302l,ito koyama - amortiguadores,123.0,200,31.165210588401738,0.41323122190236683,verde,6,0.6430477907160708,2024-09-19,10.9,144.0,2180.0,2,,3.946708450793365,0,0,0
2024-01-01,cf-1430,mann - brasil,107.0,50,3.0,1.7400510848184252,verde,4,0.47972400976333407,2022-02-14,17.50218813419342,150.0,875.109406709671,0,,35.666666666666664,0,0,0
2024-05-01,rni005,ito koyama - direccion,0.0,50,6.00004514058431,1.906156599640414,rojo,6,0.6792655328810668,2023-05-19,2.61,120.0,130.5,1,,0.0,1,0,1
2025-01-01,ef-18060,sakura filter,0.0,500,79.66666666666667,1.2688676879969354,rojo,6,0.9913882149361979,2023-11-28,3.95,300.0,1975.0,2,,0.0,1,0,1
2024-10-01,18107,narva,708.0,50,4.0,1.2068956964966866,verde,4,0.43303124003140137,2021-09-10,2.270577163696289,210.0,113.52885818481444,0,,177.0,0,0,0
2024-12-01,fc-62110,sakura filter,71.0,50,6.0,0.4347909956249591,verde,6,0.7947274350669945,2024-03-14,2.93,125.0,146.5,0,,11.833333333333334,0,0,0
2024-12-01,t1159,ito koyama - trapecios,28.0,50,2.816916500000001,0.69252436785161,verde,6,0.6628209912658111,2024-03-19,13.04,40.0,652.0,0,,9.9399467467353,0,0,0
2024-10-01,h85140500,valvoline,51.0,50,1.556268095970154,0.47893804057923983,verde,2,0.40968304876226547,2021-12-06,55.81,150.0,2790.5,1,,32.77070328181943,0,0,0
2024-06-01,tb-1374x,sin definicion,0.0,0,,,rojo,0,0.4141397491372427,2024-02-09,15.152820947170259,300.0,0.0,2,,0.0,1,0,
2024-11-01,o-3003,sakura filter,57.0,50,4.2,1.2648712262308912,verde,6,0.721477377840699,2018-11-23,1.24,250.0,62.0,0,,13.571428571428571,0,0,0
2024-09-01,o-3002,sakura filter,0.0,50,4.5,1.433960050563403,rojo,6,0.601609585180299,2019-01-17,1.08,50.0,54.0,0,,0.0,1,0,1
2023-10-01,tki001,ito koyama - direccion,0.0,100,13.416666666666666,0.7748556117682636,rojo,6,0.5949998250940174,2023-05-19,3.44,98.0,344.0,0,,0.0,1,0,1
2024-12-01,eo-18060,sakura filter,400.0,100,14.5,4.519565954487658,verde,6,0.7952965739203525,2024-09-17,1.07,300.0,107.0,0,,27.586206896551722,0,0,0
2024-12-01,a-1092,sakura filter,35.0,100,9.6872955,1.0387115680273256,verde,6,1.3025546415391906,2024-02-28,2.13,100.0,213.0,0,,3.612979494638106,0,0,0
2024-12-01,scki-448,seco - embragues,51.0,100,17.348355461127106,0.8318802073843446,verde,4,0.5020604034881331,2024-07-18,13.2,100.0,1320.0,2,,2.9397599163953596,0,0,0
2025-01-01,ss02,ito koyama - resortes,28.0,100,9.833333333333334,0.49443905579033287,verde,6,0.7359920087990226,2023-08-31,7.98,100.0,798.0,3,,2.847457627118644,0,0,0
2024-09-01,t1214,ito koyama - trapecios,14.0,50,2.0,1.1329494164195018,verde,6,0.6274610944359608,2024-03-19,11.88,20.0,594.0,0,,7.0,0,0,0
2024-12-01,op-013,ito koyama - palieres,0.0,200,28.09134966666667,0.7343541045128045,rojo,6,0.6516197130842277,2024-10-24,7.2,100.0,1440.0,2,,0.0,1,0,1
2024-12-01,a-28990,sakura filter,266.0,150,24.17241379310345,0.911646816265764,verde,6,0.7121610816734428,2024-08-29,2.74,300.0,411.00000000000006,1,,11.004279600570614,0,0,0
2024-05-01,tto030,ito koyama - direccion,0.0,400,62.64310201009115,0.934014545429453,rojo,6,0.7101301373588318,2023-05-19,2.56,1020.0,1024.0,2,,0.0,1,0,1
2024-12-01,bfu-811,mann - brasil,0.0,150,26.69284439086914,0.5812755148447944,rojo,4,0.4581806336450129,2024-02-03,3.97,48.0,595.5,1,,0.0,1,0,1
2025-01-01,41602-71l20,ito koyama - amortiguadores,157.0,50,3.574011666666667,3.985411466987656,verde,6,0.7295797357091804,2024-09-19,10.2,198.0,509.99999999999994,3,,43.92822817683397,0,0,0
2023-09-01,ety011,ito koyama - direccion,0.0,100,11.219802000000001,0.25209242772253826,rojo,6,0.6641511135733094,2022-08-15,2.02,210.0,202.0,0,,0.0,1,0,1
2025-01-01,96586886,ito koyama - amortiguadores,0.0,50,8.009335199991861,3.297561706837697,rojo,6,0.6521439681909315,2024-08-22,10.7,60.0,535.0,3,,0.0,1,0,1
2025-01-01,cmt-150,aisin - japon,0.0,150,23.927768500000003,1.0156367219566225,rojo,6,0.4469340783706278,2024-05-20,18.08,100.0,2711.9999999999995,2,,0.0,1,0,1
2023-12-01,sm008,ito koyama - torretas,0.0,100,9.200000000000001,1.6529246006245162,rojo,6,0.6403186365457847,2022-08-15,4.41,100.0,441.0,0,,0.0,1,0,1
2025-01-01,a-14470,sakura filter,66.0,100,8.861705500000001,0.8303044319796046,verde,6,0.9011305297369079,2022-12-06,1.6,180.0,160.0,2,,7.447776277376854,0,0,0
2024-12-01,sk22,plumillas - sakura,243.0,150,24.89320425993445,1.0424146800275442,verde,6,0.8234791957210077,2021-08-27,1.14,200.0,170.99999999999997,1,,9.761700320400612,0,0,0
2025-01-01,98015,narva,629.0,500,120.75091552734375,1.4434244947907078,verde,4,0.4654566280678372,2024-09-16,6.575445874929428,1000.0,3287.722937464714,3,,5.209070235641936,0,0,0
2024-12-01,fc-6501,sakura filter,176.0,50,7.0,1.8620204567635383,verde,6,0.7972007172304407,2024-08-29,2.93,204.0,146.5,0,,25.142857142857142,0,0,0
2024-12-01,to-842,ito koyama - palieres,0.0,150,18.222040795942274,0.6116625037222385,rojo,6,0.6267899920115901,2024-10-24,6.7,300.0,1005.0,1,,0.0,1,0,1
2024-12-01,41602m79g80,ito koyama - amortiguadores,0.0,500,76.24287641444084,0.5838658781874825,rojo,6,0.7259173929146542,2024-08-22,8.8,80.0,4400.0,2,,0.0,1,0,1
2025-01-01,a-5113-s,sakura filter,59.0,100,8.503023368576102,0.5948468855431173,verde,6,0.9628569210223081,2023-08-04,19.35,60.0,1935.0000000000002,0,,6.938708438464519,0,0,0
2025-01-01,41601-m68k01,ito koyama - amortiguadores,0.0,100,10.167157000000001,0.8384324711778274,rojo,6,0.6846313463774348,2024-02-29,9.1,60.0,910.0,0,,0.0,1,0,1
2023-11-01,c-23440/1,mann - brasil,0.0,50,5.0,0.8975274678557505,rojo,4,0.35747185954304483,2021-08-09,22.7,60.0,1135.0,0,,0.0,1,0,1
2024-12-01,e6200-eb71a,ito koyama - amortiguadores,82.0,100,10.0,0.566911711723165,verde,6,0.9551221691364056,2024-08-22,6.65,100.0,665.0,1,,8.2,0,0,0
2025-01-01,54661-a7400,ito koyama - amortiguadores,0.0,0,0.0,-13.389644828826137,rojo,6,0.7312606493505573,2024-02-29,10.3,60.0,0.0,3,,0.0,1,0,0
2023-09-01,tni012,ito koyama - direccion,0.0,150,18.0,0.7132034226537672,rojo,6,0.606186256782261,2022-08-15,3.13,180.0,469.5,1,,0.0,1,0,1
2024-12-01,89543-0k060,enertech - encendido,0.0,100,11.0,1.7109811167870428,rojo,6,1.3257443461091047,2023-08-03,8.76,140.0,876.0,0,,0.0,1,0,1
2024-12-01,icd1555,ishikawa - pastillas de freno,70.0,100,12.0,0.3321739095305944,verde,6,0.8869617749193396,2024-07-26,6.72,100.0,672.0,0,,5.833333333333333,0,0,0
2024-09-01,ca-1807,sakura filter,0.0,50,3.0,0.6502611061510902,rojo,6,0.706189741015784,2021-02-10,1.15,200.0,57.49999999999999,0,,0.0,1,0,1
2025-01-01,ca-10150,sakura filter,440.0,400,65.88748608710222,0.807351517919547,verde,6,1.0768495679104482,2024-08-29,1.92,300.0,768.0,3,,6.67805111608488,0,0,0
2025-01-01,48520-52010,ito koyama - amortiguadores,0.0,650,104.48046542981537,1.222881784603991,rojo,6,0.7323238834340098,2024-02-29,10.3,504.0,6695.000000000001,3,,0.0,1,0,1
2022-06-01,110517,sealco - usa,0.0,50,15.0,1.8023304529770319,rojo,3,0.4175655646822791,2021-09-27,14.49,200.0,724.5,1,,0.0,1,0,1
2024-12-01,a-1165,sakura filter,153.0,150,17.0010503133138,0.4847439849209567,verde,6,0.7223789345584988,2024-08-28,1.93,100.0,289.5,0,,8.999443986127327,0,0,0
2025-01-01,48078,narva,274.0,150,30.0,1.1615230529219536,verde,4,0.47381624530254,2024-09-16,5.555309246778488,400.0,833.2963870167731,3,,9.133333333333333,0,0,0
2024-12-01,n005,ito koyama - resortes,416.0,700,110.42386976735679,0.670032463096567,verde,6,0.7874342277650763,2024-09-20,4.1,720.0,2869.9999999999995,2,,3.7673014075347755,0,0,0
2022-09-01,dm11r22.5,deruibo,0.0,150,28.0,0.23122529285184562,rojo,4,0.3081460069324766,2022-03-31,112.4,55.0,16860.0,1,,0.0,1,0,1
2024-12-01,tda003,ito koyama - direccion,68.0,50,4.0,1.0172129679778086,verde,6,0.4545365080083094,2022-08-15,2.72,240.0,136.0,0,,17.0,0,0,0
2025-01-01,ca-2803,sakura filter,0.0,50,7.170005831189207,0.5259739329532401,rojo,6,0.832285401454913,2021-02-10,1.53,80.0,76.5,0,,0.0,1,0,1
2023-09-01,tni013,ito koyama - direccion,0.0,150,19.0,0.7625022390210784,rojo,6,0.6127896788056325,2022-08-15,3.11,180.0,466.5,1,,0.0,1,0,1
2024-12-01,re-014,ito koyama - palieres,0.0,100,12.349409895803802,1.4587901613144396,rojo,6,0.5845310636399433,2024-10-24,6.6,50.0,660.0,2,,0.0,1,0,1
2024-10-01,fc-1006,sakura filter,26.0,100,12.0,0.4150431332634427,verde,6,0.8312073799300144,2024-03-18,2.35,50.0,235.0,0,,2.1666666666666665,0,0,0
2025-01-01,a-68380-s,sakura filter,64.0,100,10.74008051554362,1.2531777985785466,verde,6,0.9514312895971916,2024-10-16,25.4,5.0,2540.0,3,,5.958986984071095,0,0,0
2024-08-01,a-33940,sakura filter,0.0,100,11.631751166666666,0.5332471382083067,rojo,6,0.9061277540024036,2023-10-19,3.4,20.0,340.0,0,,0.0,1,0,1
2025-01-01,5611076000,ito koyama - amortiguadores,228.0,150,24.084457397460938,1.337637898412262,verde,6,0.6250183107057317,2024-09-19,5.7,270.0,855.0,3,,9.466686180110353,0,0,0
2024-12-01,880954,valvoline - usa,66.0,250,78.84965107554996,0.7337161530499442,verde,3,0.5787983765716169,2024-05-04,15.83,96.0,3957.5,1,,0.8370360439104793,0,0,0
2024-12-01,o-1311,sakura filter,36.0,50,4.0,1.300373877860603,verde,6,0.6274775718696869,2023-09-15,4.88,64.0,244.0,0,,9.0,0,0,0
2024-12-01,tda002,ito koyama - direccion,60.0,50,4.0,1.0172129679778086,verde,6,0.4545584829528463,2022-08-15,2.72,240.0,136.0,0,,15.0,0,0,0
2024-12-01,c-1019,sakura filter,6.0,100,12.685006459554037,1.9813139032811604,amarillo,6,0.6745468858285232,2024-10-31,3.18,100.0,318.0,0,,0.4729993649692584,0,0,1
2024-12-01,a-38390,sakura filter,43.0,50,6.0,1.3072897610225425,verde,6,0.7775781559923776,2024-02-27,1.96,20.0,98.0,0,,7.166666666666667,0,0,0
2024-12-01,54650-c7200,ito koyama - amortiguadores,13.0,100,9.0,0.9274639401954077,verde,6,0.6435839172653128,2024-02-29,10.8,72.0,1080.0,2,,1.4444444444444444,0,0,0
2024-10-01,a-5001,sakura filter,0.0,50,3.0,0.982485510212633,rojo,6,0.7250983416556629,2020-03-09,15.03,50.0,751.5,0,,0.0,1,0,1
2024-04-01,wpt-107va,aisin - japon,0.0,50,4.001098950703939,1.908882097733673,rojo,6,0.3833900377216466,2022-03-28,17.72,80.0,886.0,0,,0.0,1,0,1
2024-01-01,07660,spaco - italia,1.0,400,99.99887084960938,1.5835441846255494,amarillo,4,0.495711455787597,,,,,0,,0.010000112916314058,0,0,1
2024-08-01,48626,narva,142.0,50,4.666666666666667,2.643098444582627,verde,4,0.585941184702881,2022-06-21,6.396633567810059,400.0,319.83167839050293,0,,30.428571428571427,0,0,0
2025-01-01,hy026,ito koyama - resortes,0.0,200,29.106575277795343,0.9261180449951256,rojo,6,0.7738835114823246,2024-01-22,4.92,200.0,984.0,3,,0.0,1,0,1
2024-03-01,bto017,ito koyama - bocamazas,0.0,50,6.630666262555337,4.213123270389988,rojo,6,0.6124130217324275,2023-04-13,9.57,300.0,478.5,2,,0.0,1,0,1
2024-11-01,sdgm-565,seco - embragues,8.0,100,22.250699996948242,0.8796279371482192,amarillo,4,0.36347734655734537,2024-07-18,14.54,100.0,1454.0,2,,0.35953925049985963,0,0,1
2025-01-01,a-38150-s,sakura filter,27.0,50,2.0,6.664833081180653,verde,6,0.8842666594013163,2022-09-05,22.5,12.0,1125.0,2,,13.5,0,0,0
2024-12-01,rov1540100,rover - usa,209.0,200,38.0,1.6623087917781232,verde,4,0.5554750588755387,2023-12-27,8.13,648.0,1626.0000000000002,1,,5.5,0,0,0
2024-12-01,fc-5504,sakura filter,256.0,100,13.0,0.9586280740476985,verde,6,0.7622849680090082,2024-09-26,2.99,204.0,299.0,0,,19.692307692307693,0,0,0
2024-02-01,a-14620,sakura filter,71.0,50,4.088750530448468,1.1493219485094044,verde,6,0.7864821861665365,2021-04-24,1.45,200.0,72.5,0,,17.3647180162426,0,0,0
2023-12-01,ctx-149,aisin - japon,0.0,100,13.0,0.5646850139883395,rojo,6,0.3243975121121415,2024-02-08,42.03,52.0,4203.0,1,,0.0,1,0,1
2024-09-01,rto003,ito koyama - direccion,0.0,250,33.333333333333336,1.0360833701975918,rojo,6,0.49829767748393344,2022-08-15,3.69,210.0,922.5,1,,0.0,1,0,1
2024-12-01,a-25350-s,sakura filter,139.0,50,2.1666666666666665,1.4406400615636956,verde,6,0.8230960736320506,2022-08-10,24.4,7.0,1220.0,0,,64.15384615384616,0,0,0
2025-01-01,icd830,ishikawa - pastillas de freno,61.0,100,12.885636000000005,0.5339218398054569,verde,6,0.8081537245329957,2024-07-26,5.56,100.0,556.0,0,,4.733953372577028,0,0,0
2025-01-01,48881,narva,52969.0,36650,9151.732328046304,0.4198210634497109,verde,4,0.4572168359380263,2024-09-16,1.2640823435783386,100.0,46328.61789214611,3,,5.787865958193702,0,0,0
2024-12-01,a-5509-s,sakura filter,92.0,50,5.5,1.0036663734351026,verde,6,0.816260533535144,2024-04-18,24.31,22.0,1215.5,2,,16.727272727272727,0,0,0
2025-01-01,icd1036,ishikawa - pastillas de freno,77.0,50,4.5,1.6797837733997878,verde,6,0.8694890299091015,2024-01-09,3.1,100.0,155.0,0,,17.11111111111111,0,0,0
2024-12-01,98016,narva,299.0,100,21.62627601623535,2.0158780817020014,verde,4,0.47487234023707825,2024-05-29,6.956049931049347,300.0,695.6049931049347,2,,13.82577378442473,0,0,0
2025-01-01,48510-52790,ito koyama - amortiguadores,0.0,400,62.327177380190165,2.070262007400896,rojo,6,0.7547351124810434,2024-02-29,10.3,504.0,4120.0,3,,0.0,1,0,1
2024-11-01,c002,ito koyama - resortes,52.0,100,14.0,0.7622766949324821,verde,6,0.6456765095004791,2024-01-22,4.2,200.0,420.0,2,,3.7142857142857144,0,0,0
2025-01-01,c-2906,sakura filter,1483.0,3600,599.8935139973959,0.3883562159585358,verde,6,0.7445630704628459,2024-10-22,1.8,1500.0,6480.0,3,,2.472105407704804,0,0,0
2024-12-01,54660-c7200,ito koyama - amortiguadores,21.0,100,10.295408265522239,0.7917044164966968,verde,6,0.6331170946122531,2024-02-29,10.8,72.0,1080.0,2,,2.0397442683575564,0,0,0
2024-12-01,ach002,ito koyama - direccion,173.0,50,6.0,1.5112745009706048,verde,6,0.43203452213718907,2022-08-15,2.27,150.0,113.5,0,,28.833333333333332,0,0,0
2024-10-01,c-10028,sakura filter,157.0,150,19.999916076660156,0.5630422270061706,verde,6,0.6566019494070034,2024-03-18,2.27,216.0,340.5,0,,7.85003294004911,0,0,0
2024-12-01,mi005,ito koyama - resortes,70.0,50,3.9419444270390254,1.290762110340851,verde,6,0.7410796743428231,2024-01-22,3.85,64.0,192.5,1,,17.757733853335978,0,0,0
2024-09-01,060677020,monark - alemania,0.0,250,53.57173156738281,0.4774489712389201,rojo,4,0.4471320235368687,,,,,0,,0.0,1,0,1
2024-12-01,wk-940/7,mann - brasil,35.0,50,10.69987475,0.5166142700806537,verde,4,0.3430160106212874,2024-01-25,8.95,36.0,447.49999999999994,0,,3.271066327201634,0,0,0
2024-12-01,to-014f2,ito koyama - palieres,0.0,2950,491.34684438104665,0.2093755262485095,rojo,6,0.6094196510384694,2024-10-24,6.5,200.0,19175.0,2,,0.0,1,0,1
2024-12-01,fc-5613,sakura filter,17.0,100,11.0,1.06233625108837,verde,6,0.527081330653067,2022-05-27,3.38,180.0,338.0,0,,1.5454545454545454,0,0,0
2024-01-01,rhy004,ito koyama - direccion,0.0,100,13.666666666666666,0.644728775018844,rojo,6,0.6083654134178728,2022-08-15,2.99,210.0,299.0,1,,0.0,1,0,1
2025-01-01,54302-1n310,ito koyama - amortiguadores,69.0,100,10.5,0.39139136526787155,verde,6,0.641845848123766,2024-08-22,10.1,80.0,1010.0,3,,6.571428571428571,0,0,0
2024-12-01,ki-003,ito koyama - palieres,0.0,100,13.0,1.7726995909006193,rojo,6,0.6125140265359454,2024-10-24,5.9,100.0,590.0,1,,0.0,1,0,1
2025-01-01,724680016r,ito koyama - amortiguadores,134.0,200,28.0,0.7736263519466641,verde,6,0.7383666216152389,2024-09-19,9.8,203.0,1960.0000000000002,2,,4.785714285714286,0,0,0
2025-01-01,ca-26080,sakura filter,106.0,150,20.00050226847331,0.7438451063167503,verde,6,1.1984158831471992,2023-10-23,3.48,290.0,522.0,0,,5.299866902197115,0,0,0
2024-12-01,ca-1809-s,sakura filter,97.0,50,4.0,2.0292992769809866,verde,6,1.142706511667105,2024-03-18,1.55,100.0,77.5,0,,24.25,0,0,0
2025-01-01,724680016l,ito koyama - amortiguadores,223.0,150,23.0,0.9378950543399095,verde,6,0.7364969910302663,2024-09-19,9.8,294.0,1470.0,3,,9.695652173913043,0,0,0
2025-01-01,95077491,ito koyama - amortiguadores,4.0,150,22.09893173158329,1.5706238227431024,amarillo,6,0.7419430127786636,2024-09-19,5.9,100.0,885.0,3,,0.1810042244839958,0,0,1
2024-04-01,341166,ito koyama - amortiguadores,0.0,150,17.800617930658863,1.1619375329020574,rojo,6,0.8056252178564475,2023-07-25,5.6,80.0,840.0,1,,0.0,1,0,1
2024-10-01,c-29010kit,mann - brasil,0.0,50,7.244998130721752,0.9397365340624533,rojo,4,0.3588275868301881,2024-02-05,46.21404692173004,30.0,2310.702346086502,1,,0.0,1,0,1
2024-11-01,af12050m,prestone - mexico,0.0,250,74.82700602213542,0.6455040936509578,rojo,3,0.3430084673930949,2024-06-14,8.05,240.0,2012.5000000000002,2,,0.0,1,0,1
2024-10-01,a-89080,sakura filter,0.0,50,5.5,2.242628983282229,rojo,6,0.9470569545869335,2023-11-06,1.87,20.0,93.5,0,,0.0,1,0,1
2024-11-01,aty002,ito koyama - direccion,80.0,50,5.173743806014001,0.578955376398821,verde,6,0.6053888572655597,2022-08-15,2.27,120.0,113.5,0,,15.462690654880777,0,0,0
2025-01-01,48531-35190ref,ito koyama - amortiguadores,0.0,150,22.197585752664054,1.6385670916253474,rojo,6,0.820641679203873,2023-12-23,7.4,200.0,1110.0,3,,0.0,1,0,1
2024-07-01,scsz-093,seco - embragues,0.0,50,5.58799575,0.435293802771367,rojo,4,0.3864794574706866,2022-02-05,11.49,90.0,574.5,0,,0.0,1,0,1
2025-01-01,54660-h9200,ito koyama - amortiguadores,0.0,100,16.5,1.220049826618024,rojo,6,0.6195582697069782,2024-08-22,11.5,80.0,1150.0,3,,0.0,1,0,1
2025-01-01,3340047,ito koyama - amortiguadores,0.0,100,11.0,1.9207221693905872,rojo,6,0.7253445059668373,2024-02-29,9.9,152.0,990.0,3,,0.0,1,0,1
2024-11-01,c-5105,sakura filter,106.0,50,4.0,0.6236095644623235,verde,6,0.8357562788944773,2024-08-29,5.93,120.0,296.5,0,,26.5,0,0,0
2024-10-01,t1155,ito koyama - trapecios,2.0,50,1.888888888888889,1.8445186729735474,amarillo,6,0.5884311238013278,2023-06-14,17.5,40.0,875.0,0,,1.0588235294117647,0,0,1
2022-05-01,sk18,sin definicion,0.0,0,,,rojo,0,0.6432196694744636,2021-08-27,1.12,400.0,0.0,0,,0.0,1,0,
2024-12-01,bf5000m3,prestone - mexico,180.0,550,167.22310384114584,4.005235250697771,amarillo,3,0.4282161133734839,2024-06-14,1.52,3888.0,836.0,2,,1.0764062851685352,0,0,1
2024-10-01,a-2921,sakura filter,58.0,50,4.0,1.2493854822174792,verde,6,0.6311592355058567,2024-09-17,3.09,20.0,154.5,0,,14.5,0,0,0
2024-12-01,t1190,ito koyama - trapecios,8.0,50,1.0280015000000002,3.8400460447859297,verde,6,0.5202162580352195,2024-03-19,23.19,20.0,1159.5,0,,7.782089812125759,0,0,0
2024-12-01,ca-18470,sakura filter,347.0,50,2.0,10.879708431550705,verde,6,0.9583779088993405,2024-09-17,2.3,100.0,114.99999999999999,0,,173.5,0,0,0
